1,1017,EMEA-2022-152156,2022-11-09,Marketing Suite,2,261.96,0.00,41.91,2022-11-09 16:52:00.0000000,2022,11,4,3,Wednesday,16,0,76,990,26,Mobile,Medium,0,$100 - $500
2,1017,EMEA-2022-152156,2022-11-09,Finance Hub,3,731.94,0.00,219.58,2022-11-09 08:30:00.0000000,2022,11,4,3,Wednesday,8,0,77,990,42,Desktop,Large,0,$500 - $1K
3,1056,AMER-2022-138688,2022-06-13,Finance Hub,2,14.62,0.00,6.87,2022-06-13 16:55:00.0000000,2022,6,2,1,Monday,16,0,36,834,38,Mobile,Small,0,<$100
4,1031,EMEA-2021-108966,2021-10-11,Contact Matcher,5,957.57,45.00,-383.03,2021-10-11 10:59:00.0000000,2021,10,4,1,Monday,10,0,31,643,64,Desktop,Large,0,$500 - $1K
5,1031,EMEA-2021-108966,2021-10-11,Marketing Suite - Gold,2,22.36,20.00,2.51,2021-10-11 10:52:00.0000000,2021,10,4,1,Monday,10,0,32,643,30,Desktop,Small,0,<$100
6,1065,AMER-2020-115812,2020-06-09,Saas Connector Pack,7,48.86,0.00,14.16,2020-06-09 18:22:00.0000000,2020,6,2,2,Tuesday,18,0,7,62,87,Desktop,Small,0,<$100
7,1065,AMER-2020-115812,2020-06-09,Chatbot Plugin,4,7.28,0.00,1.96,2020-06-09 18:46:00.0000000,2020,6,2,2,Tuesday,18,0,8,62,59,Desktop,Small,0,<$100
8,1065,AMER-2020-115812,2020-06-09,Site Analytics,6,907.15,20.00,90.71,2020-06-09 16:29:00.0000000,2020,6,2,2,Tuesday,16,0,9,62,90,Mobile,Large,0,$500 - $1K
9,1065,AMER-2020-115812,2020-06-09,Contact Matcher,3,18.50,20.00,5.78,2020-06-09 10:27:00.0000000,2020,6,2,2,Tuesday,10,0,10,62,53,Desktop,Small,0,<$100
10,1065,AMER-2020-115812,2020-06-09,Oneview,5,114.90,0.00,34.47,2020-06-09 18:24:00.0000000,2020,6,2,2,Tuesday,18,0,11,62,65,Desktop,Medium,0,$100 - $500
11,1065,AMER-2020-115812,2020-06-09,Contact Matcher,9,1706.18,20.00,85.30,2020-06-09 18:37:00.0000000,2020,6,2,2,Tuesday,18,0,12,62,112,Mobile,Very Large,0,$1K - $5K
12,1065,AMER-2020-115812,2020-06-09,Site Analytics,4,911.42,20.00,68.35,2020-06-09 16:26:00.0000000,2020,6,2,2,Tuesday,16,0,13,62,57,Tablet,Large,0,$500 - $1K
13,1062,EMEA-2023-114412,2023-04-16,Support,3,15.55,20.00,5.44,2023-04-16 10:08:00.0000000,2023,4,2,0,Sunday,10,1,74,1183,54,Desktop,Small,0,<$100
14,1066,AMER-2022-161389,2022-12-06,Contact Matcher,3,407.97,20.00,132.59,2022-12-06 10:46:00.0000000,2022,12,4,2,Tuesday,10,0,45,808,47,Desktop,Medium,0,$100 - $500
15,1074,APJ-2021-118983,2021-11-22,Oneview,5,68.81,80.00,-123.85,2021-11-22 18:27:00.0000000,2021,11,4,1,Monday,18,0,32,565,63,Mobile,Small,0,<$100
16,1074,APJ-2021-118983,2021-11-22,Contact Matcher,3,2.54,80.00,-3.81,2021-11-22 16:35:00.0000000,2021,11,4,1,Monday,16,0,33,565,40,Desktop,Small,0,<$100
17,1087,EMEA-2020-105893,2020-11-11,Marketing Suite - Gold,6,665.88,0.00,13.31,2020-11-11 08:52:00.0000000,2020,11,4,3,Wednesday,8,0,11,134,87,Mobile,Large,0,$500 - $1K
18,1047,EMEA-2020-167164,2020-05-13,Marketing Suite - Gold,2,55.50,0.00,9.99,2020-05-13 18:48:00.0000000,2020,5,2,3,Wednesday,18,0,2,56,34,Mobile,Small,0,<$100
19,1099,AMER-2020-143336,2020-08-27,Chatbot Plugin,2,8.56,0.00,2.48,2020-08-27 18:01:00.0000000,2020,8,3,4,Thursday,18,0,6,228,35,Desktop,Small,0,<$100
20,1099,AMER-2020-143336,2020-08-27,Site Analytics,3,213.48,20.00,16.01,2020-08-27 08:39:00.0000000,2020,8,3,4,Thursday,8,0,7,228,38,Desktop,Medium,0,$100 - $500
21,1099,AMER-2020-143336,2020-08-27,Contact Matcher,4,22.72,20.00,7.38,2020-08-27 16:35:00.0000000,2020,8,3,4,Thursday,16,0,8,228,59,Desktop,Small,0,<$100
22,1048,AMER-2022-137330,2022-12-10,Chatbot Plugin,7,19.46,0.00,5.05,2022-12-10 10:27:00.0000000,2022,12,4,6,Saturday,10,1,85,1041,85,Desktop,Small,0,<$100
23,1048,AMER-2022-137330,2022-12-10,Oneview,7,60.34,0.00,15.68,2022-12-10 16:49:00.0000000,2022,12,4,6,Saturday,16,1,86,1041,101,Tablet,Small,0,<$100
24,1025,EMEA-2023-156909,2023-07-17,Finance Hub,2,71.37,30.00,-1.01,2023-07-17 10:30:00.0000000,2023,7,3,1,Monday,10,0,45,1177,43,Desktop,Small,0,<$100
25,1063,EMEA-2021-106320,2021-09-25,Contact Matcher,3,1044.63,0.00,240.26,2021-09-25 10:47:00.0000000,2021,9,3,6,Saturday,10,1,23,508,36,Mobile,Very Large,0,$1K - $5K
26,1043,AMER-2022-121755,2022-01-16,Contact Matcher,2,11.64,20.00,4.22,2022-01-16 18:40:00.0000000,2022,1,1,0,Sunday,18,1,87,743,34,Desktop,Small,0,<$100
27,1043,AMER-2022-121755,2022-01-16,Data Smasher,3,90.57,0.00,11.77,2022-01-16 10:49:00.0000000,2022,1,1,0,Sunday,10,1,88,743,48,Desktop,Small,0,<$100
28,1051,EMEA-2021-150630,2021-09-17,Marketing Suite,7,3083.43,50.00,-1665.05,2021-09-17 16:41:00.0000000,2021,9,3,5,Friday,16,0,48,565,93,Mobile,Very Large,0,$1K - $5K
29,1051,EMEA-2021-150630,2021-09-17,Contact Matcher,2,9.61,70.00,-7.05,2021-09-17 16:59:00.0000000,2021,9,3,5,Friday,16,0,49,565,31,Desktop,Small,0,<$100
30,1051,EMEA-2021-150630,2021-09-17,Saas Connector Pack,3,124.20,20.00,15.52,2021-09-17 18:14:00.0000000,2021,9,3,5,Friday,18,0,50,565,50,Mobile,Medium,0,$100 - $500
31,1051,EMEA-2021-150630,2021-09-17,Saas Connector Pack - Gold,2,3.26,20.00,1.10,2021-09-17 16:07:00.0000000,2021,9,3,5,Friday,16,0,51,565,43,Desktop,Small,0,<$100
32,1051,EMEA-2021-150630,2021-09-17,Chatbot Plugin,6,86.30,20.00,9.70,2021-09-17 16:04:00.0000000,2021,9,3,5,Friday,16,0,52,565,89,Mobile,Small,0,<$100
33,1051,EMEA-2021-150630,2021-09-17,Contact Matcher,6,6.85,70.00,-5.71,2021-09-17 10:27:00.0000000,2021,9,3,5,Friday,10,0,53,565,74,Desktop,Small,0,<$100
34,1051,EMEA-2021-150630,2021-09-17,Chatbot Plugin,2,15.76,20.00,3.54,2021-09-17 08:37:00.0000000,2021,9,3,5,Friday,8,0,54,565,32,Desktop,Small,0,<$100
35,1083,APJ-2023-107727,2023-10-20,Support,3,29.47,20.00,9.94,2023-10-20 08:31:00.0000000,2023,10,4,5,Friday,8,0,52,1301,55,Desktop,Small,0,<$100
36,1077,APJ-2022-117590,2022-12-09,Site Analytics,7,1097.54,20.00,123.47,2022-12-09 08:22:00.0000000,2022,12,4,5,Friday,8,0,41,989,99,Desktop,Very Large,0,$1K - $5K
37,1077,APJ-2022-117590,2022-12-09,Saas Connector Pack,5,190.92,60.00,-147.96,2022-12-09 08:25:00.0000000,2022,12,4,5,Friday,8,0,42,989,72,Desktop,Medium,0,$100 - $500
38,1101,APJ-2021-117415,2021-12-27,Saas Connector Pack - Gold,9,113.32,20.00,35.41,2021-12-27 08:30:00.0000000,2021,12,4,1,Monday,8,0,27,656,112,Desktop,Medium,0,$100 - $500
39,1101,APJ-2021-117415,2021-12-27,Marketing Suite,3,532.39,32.00,-46.97,2021-12-27 16:39:00.0000000,2021,12,4,1,Monday,16,0,28,656,52,Desktop,Large,0,$500 - $1K
40,1101,APJ-2021-117415,2021-12-27,Finance Hub,3,212.05,30.00,-15.14,2021-12-27 10:42:00.0000000,2021,12,4,1,Monday,10,0,29,656,55,Mobile,Medium,0,$100 - $500
41,1101,APJ-2021-117415,2021-12-27,Site Analytics,4,371.16,20.00,41.75,2021-12-27 10:40:00.0000000,2021,12,4,1,Monday,10,0,30,656,48,Desktop,Medium,0,$100 - $500
42,1058,APJ-2023-120999,2023-09-11,Site Analytics,4,147.16,20.00,16.55,2023-09-11 16:04:00.0000000,2023,9,3,1,Monday,16,0,68,1330,64,Mobile,Medium,0,$100 - $500
43,1043,AMER-2022-101343,2022-07-18,Marketing Suite - Gold,2,77.88,0.00,3.89,2022-07-18 18:30:00.0000000,2022,7,3,1,Monday,18,0,93,926,39,Desktop,Small,0,<$100
44,1015,EMEA-2023-139619,2023-09-20,Marketing Suite - Gold,2,95.61,20.00,9.56,2023-09-20 16:16:00.0000000,2023,9,3,3,Wednesday,16,0,99,1282,38,Desktop,Small,0,<$100
45,1028,EMEA-2022-118255,2022-03-12,Data Smasher,2,45.98,0.00,19.77,2022-03-12 08:54:00.0000000,2022,3,1,6,Saturday,8,1,78,706,38,Mobile,Small,0,<$100
46,1028,EMEA-2022-118255,2022-03-12,Contact Matcher,2,17.46,0.00,8.20,2022-03-12 18:52:00.0000000,2022,3,1,6,Saturday,18,1,79,706,30,Desktop,Small,0,<$100
47,1068,AMER-2020-146703,2020-10-20,Marketing Suite - Gold,4,211.96,0.00,8.47,2020-10-20 18:08:00.0000000,2020,10,4,2,Tuesday,18,0,18,279,62,Desktop,Medium,0,$100 - $500
48,1011,APJ-2022-169194,2022-06-21,Data Smasher,3,45.00,0.00,4.95,2022-06-21 16:07:00.0000000,2022,6,2,2,Tuesday,16,0,52,736,51,Mobile,Small,0,<$100
49,1011,APJ-2022-169194,2022-06-21,Site Analytics,2,21.80,0.00,6.10,2022-06-21 10:51:00.0000000,2022,6,2,2,Tuesday,10,0,53,736,28,Desktop,Small,0,<$100
50,1043,APJ-2021-115742,2021-04-18,Contact Matcher,6,38.22,0.00,17.96,2021-04-18 16:01:00.0000000,2021,4,2,0,Sunday,16,1,41,470,80,Desktop,Small,0,<$100
51,1043,APJ-2021-115742,2021-04-18,Finance Hub,6,75.18,0.00,35.33,2021-04-18 18:59:00.0000000,2021,4,2,0,Sunday,18,1,42,470,81,Desktop,Small,0,<$100
52,1043,APJ-2021-115742,2021-04-18,Saas Connector Pack,2,6.16,0.00,2.95,2021-04-18 16:27:00.0000000,2021,4,2,0,Sunday,16,1,43,470,43,Desktop,Small,0,<$100
53,1043,APJ-2021-115742,2021-04-18,Finance Hub,1,89.99,0.00,17.09,2021-04-18 10:18:00.0000000,2021,4,2,0,Sunday,10,1,44,470,20,Mobile,Small,0,<$100
54,1059,EMEA-2022-105816,2022-12-12,Storage,7,15.26,0.00,6.25,2022-12-12 10:37:00.0000000,2022,12,4,1,Monday,10,0,38,859,85,Desktop,Small,0,<$100
55,1059,EMEA-2022-105816,2022-12-12,Site Analytics,5,1029.95,0.00,298.68,2022-12-12 08:31:00.0000000,2022,12,4,1,Monday,8,0,39,859,74,Mobile,Very Large,0,$1K - $5K
56,1006,EMEA-2022-111682,2022-06-18,Marketing Suite - Gold,6,208.56,0.00,52.14,2022-06-18 18:36:00.0000000,2022,6,2,6,Saturday,18,1,43,884,73,Desktop,Medium,0,$100 - $500
57,1006,EMEA-2022-111682,2022-06-18,Support,5,32.40,0.00,15.55,2022-06-18 16:21:00.0000000,2022,6,2,6,Saturday,16,1,44,884,67,Desktop,Small,0,<$100
58,1006,EMEA-2022-111682,2022-06-18,Finance Hub,5,319.41,10.00,7.09,2022-06-18 08:04:00.0000000,2022,6,2,6,Saturday,8,1,45,884,66,Desktop,Medium,0,$100 - $500
59,1006,EMEA-2022-111682,2022-06-18,Support,2,14.56,0.00,6.98,2022-06-18 08:59:00.0000000,2022,6,2,6,Saturday,8,1,46,884,28,Desktop,Small,0,<$100
60,1006,EMEA-2022-111682,2022-06-18,Data Smasher,2,30.00,0.00,3.30,2022-06-18 16:33:00.0000000,2022,6,2,6,Saturday,16,1,47,884,43,Mobile,Small,0,<$100
61,1006,EMEA-2022-111682,2022-06-18,Contact Matcher,4,48.48,20.00,16.36,2022-06-18 08:27:00.0000000,2022,6,2,6,Saturday,8,1,48,884,50,Desktop,Small,0,<$100
62,1006,EMEA-2022-111682,2022-06-18,Chatbot Plugin,1,1.68,0.00,0.84,2022-06-18 16:15:00.0000000,2022,6,2,6,Saturday,16,1,49,884,18,Mobile,Small,0,<$100
63,1067,AMER-2021-135545,2021-11-24,Data Smasher,2,13.98,0.00,6.15,2021-11-24 10:58:00.0000000,2021,11,4,3,Wednesday,10,0,55,658,36,Desktop,Small,0,<$100
64,1067,AMER-2021-135545,2021-11-24,Contact Matcher,6,25.82,20.00,9.36,2021-11-24 10:09:00.0000000,2021,11,4,3,Wednesday,10,0,56,658,79,Tablet,Small,0,<$100
65,1067,AMER-2021-135545,2021-11-24,Support,3,146.73,0.00,68.96,2021-11-24 08:43:00.0000000,2021,11,4,3,Wednesday,8,0,57,658,39,Desktop,Medium,0,$100 - $500
66,1067,AMER-2021-135545,2021-11-24,Saas Connector Pack,4,79.76,0.00,22.33,2021-11-24 16:21:00.0000000,2021,11,4,3,Wednesday,16,0,58,658,66,Desktop,Small,0,<$100
67,1001,APJ-2021-164175,2021-04-30,Finance Hub,5,213.11,30.00,-15.22,2021-04-30 18:57:00.0000000,2021,4,2,5,Friday,18,0,24,380,70,Desktop,Medium,0,$100 - $500
68,1068,AMER-2020-106376,2020-12-05,Chatbot Plugin,8,1113.02,20.00,111.30,2020-12-05 16:28:00.0000000,2020,12,4,6,Saturday,16,1,19,325,104,Desktop,Very Large,0,$1K - $5K
69,1068,AMER-2020-106376,2020-12-05,Site Analytics,4,167.96,20.00,62.98,2020-12-05 08:36:00.0000000,2020,12,4,6,Saturday,8,1,20,325,48,Mobile,Medium,0,$100 - $500
70,1035,EMEA-2022-119823,2022-06-05,Support,2,75.88,0.00,35.66,2022-06-05 16:30:00.0000000,2022,6,2,0,Sunday,16,1,53,785,38,Tablet,Small,0,<$100
71,1002,EMEA-2022-106075,2022-09-19,Contact Matcher,1,4.61,20.00,1.73,2022-09-19 16:23:00.0000000,2022,9,3,1,Monday,16,0,92,902,19,Mobile,Small,0,<$100
72,1051,AMER-2023-114440,2023-09-15,Support,3,19.05,0.00,8.76,2023-09-15 08:57:00.0000000,2023,9,3,5,Friday,8,0,114,1293,39,Desktop,Small,0,<$100
73,1072,EMEA-2021-134026,2021-04-26,Finance Hub,8,831.93,20.00,-114.39,2021-04-26 08:13:00.0000000,2021,4,2,1,Monday,8,0,27,329,112,Desktop,Large,0,$500 - $1K
74,1072,EMEA-2021-134026,2021-04-26,Saas Connector Pack,2,97.04,20.00,1.21,2021-04-26 10:31:00.0000000,2021,4,2,1,Monday,10,0,28,329,42,Mobile,Small,0,<$100
75,1072,EMEA-2021-134026,2021-04-26,Marketing Suite - Gold,1,72.78,20.00,-18.19,2021-04-26 16:33:00.0000000,2021,4,2,1,Monday,16,0,29,329,21,Desktop,Small,0,<$100
76,1098,APJ-2023-118038,2023-12-10,Contact Matcher,3,1.24,80.00,-1.93,2023-12-10 18:52:00.0000000,2023,12,4,0,Sunday,18,1,67,1416,36,Mobile,Small,0,<$100
77,1098,APJ-2023-118038,2023-12-10,Saas Connector Pack,3,9.70,60.00,-5.82,2023-12-10 10:35:00.0000000,2023,12,4,0,Sunday,10,1,68,1416,55,Mobile,Small,0,<$100
78,1098,APJ-2023-118038,2023-12-10,Marketing Suite - Gold,3,27.24,20.00,2.72,2023-12-10 18:43:00.0000000,2023,12,4,0,Sunday,18,1,69,1416,45,Desktop,Small,0,<$100
79,1072,APJ-2020-147606,2020-11-26,Saas Connector Pack,5,19.30,60.00,-14.47,2020-11-26 10:36:00.0000000,2020,11,4,4,Thursday,10,0,14,178,71,Desktop,Small,0,<$100
80,1088,EMEA-2022-127208,2022-06-13,Oneview,1,208.16,0.00,56.20,2022-06-13 18:23:00.0000000,2022,6,2,1,Monday,18,0,103,814,14,Desktop,Medium,0,$100 - $500
81,1088,EMEA-2022-127208,2022-06-13,Contact Matcher,3,16.74,0.00,8.03,2022-06-13 08:45:00.0000000,2022,6,2,1,Monday,8,0,104,814,51,Desktop,Small,0,<$100
82,1094,AMER-2020-139451,2020-10-12,Chatbot Plugin,5,14.90,0.00,4.17,2020-10-12 10:41:00.0000000,2020,10,4,1,Monday,10,0,15,253,63,Mobile,Small,0,<$100
83,1094,AMER-2020-139451,2020-10-12,Marketing Suite - Gold,1,21.39,0.00,6.20,2020-10-12 16:23:00.0000000,2020,10,4,1,Monday,16,0,16,253,25,Desktop,Small,0,<$100
84,1032,EMEA-2021-149734,2021-09-03,Saas Connector Pack - Gold,7,200.98,20.00,62.80,2021-09-03 10:06:00.0000000,2021,9,3,5,Friday,10,0,46,572,101,Desktop,Medium,0,$100 - $500
85,1031,APJ-2023-119662,2023-11-14,Marketing Suite - Gold,3,230.37,20.00,-48.95,2023-11-14 08:21:00.0000000,2023,11,4,2,Tuesday,8,0,100,1407,39,Desktop,Medium,0,$100 - $500
86,1068,AMER-2023-140088,2023-05-29,Finance Hub,2,301.96,0.00,33.21,2023-05-29 08:22:00.0000000,2023,5,2,1,Monday,8,0,96,1230,29,Desktop,Medium,0,$100 - $500
87,1052,EMEA-2023-155558,2023-10-27,Data Smasher,1,19.99,0.00,6.79,2023-10-27 18:25:00.0000000,2023,10,4,5,Friday,18,0,81,1300,13,Desktop,Small,0,<$100
88,1052,EMEA-2023-155558,2023-10-27,Finance Hub,2,6.16,0.00,2.95,2023-10-27 10:00:00.0000000,2023,10,4,5,Friday,10,0,82,1300,35,Desktop,Small,0,<$100
89,1035,APJ-2022-159695,2022-04-06,Marketing Suite - Gold,7,158.36,20.00,13.85,2022-04-06 10:15:00.0000000,2022,4,2,3,Wednesday,10,0,50,725,88,Desktop,Medium,0,$100 - $500
90,1052,AMER-2022-109806,2022-09-18,Chatbot Plugin,3,20.10,0.00,6.63,2022-09-18 08:51:00.0000000,2022,9,3,0,Sunday,8,1,49,896,45,Mobile,Small,0,<$100
91,1052,AMER-2022-109806,2022-09-18,Site Analytics,2,73.58,20.00,8.27,2022-09-18 10:17:00.0000000,2022,9,3,0,Sunday,10,1,50,896,27,Desktop,Small,0,<$100
92,1052,AMER-2022-109806,2022-09-18,Support,1,6.48,0.00,3.11,2022-09-18 08:36:00.0000000,2022,9,3,0,Sunday,8,1,51,896,30,Mobile,Small,0,<$100
93,1068,EMEA-2021-149587,2021-01-31,Support,2,12.96,0.00,6.22,2021-01-31 08:02:00.0000000,2021,1,1,0,Sunday,8,1,26,382,32,Desktop,Small,0,<$100
94,1068,EMEA-2021-149587,2021-01-31,Saas Connector Pack,3,53.34,0.00,16.53,2021-01-31 16:42:00.0000000,2021,1,1,0,Sunday,16,1,27,382,52,Desktop,Small,0,<$100
95,1068,EMEA-2021-149587,2021-01-31,Contact Matcher,2,32.96,0.00,16.15,2021-01-31 16:10:00.0000000,2021,1,1,0,Sunday,16,1,28,382,33,Desktop,Small,0,<$100
96,1095,EMEA-2023-109484,2023-11-07,Contact Matcher,1,5.68,70.00,-3.78,2023-11-07 08:01:00.0000000,2023,11,4,2,Tuesday,8,0,62,1364,21,Tablet,Small,0,<$100
97,1014,EMEA-2023-161018,2023-11-10,Saas Connector Pack,7,96.53,0.00,40.54,2023-11-10 10:43:00.0000000,2023,11,4,5,Friday,10,0,79,1379,96,Mobile,Small,0,<$100
98,1093,AMER-2023-157833,2023-06-18,Contact Matcher,3,51.31,20.00,17.95,2023-06-18 18:39:00.0000000,2023,6,2,0,Sunday,18,1,74,1187,51,Mobile,Small,0,<$100
99,1089,EMEA-2022-149223,2022-09-07,Oneview,6,77.88,0.00,22.58,2022-09-07 18:01:00.0000000,2022,9,3,3,Wednesday,18,0,75,973,90,Desktop,Small,0,<$100
100,1075,APJ-2022-158568,2022-08-30,Support,7,64.62,20.00,22.61,2022-08-30 16:17:00.0000000,2022,8,3,2,Tuesday,16,0,72,899,84,Desktop,Small,0,<$100
101,1075,APJ-2022-158568,2022-08-30,Data Smasher,3,95.97,20.00,-10.79,2022-08-30 16:19:00.0000000,2022,8,3,2,Tuesday,16,0,73,899,42,Desktop,Small,0,<$100
102,1075,APJ-2022-158568,2022-08-30,Contact Matcher,3,1.78,80.00,-3.03,2022-08-30 08:49:00.0000000,2022,8,3,2,Tuesday,8,0,74,899,44,Desktop,Small,0,<$100
103,1100,EMEA-2022-129903,2022-12-02,Support,4,23.92,0.00,11.72,2022-12-02 16:55:00.0000000,2022,12,4,5,Friday,16,0,55,1005,61,Desktop,Small,0,<$100
104,1096,EMEA-2021-156867,2021-11-13,Data Smasher,6,238.89,20.00,-26.87,2021-11-13 10:05:00.0000000,2021,11,4,6,Saturday,10,1,21,619,91,Desktop,Medium,0,$100 - $500
